session_id,image1,image2
3,1379,2409423
3,2336116,2787
3,1592433,2369907
3,2372295,2366993
3,2364340,2376005
3,2349948,2396077
3,498233,2369959
3,2417502,2360892
3,2360927,2355303
3,1159735,2405867
3,2318061,2407142
3,2375204,2411785
3,1592762,2341268
3,2405867,2369959
3,2410580,2396276
3,2347458,2376668
3,2349335,2375820
3,2375043,2409423
3,2387855,2412150
3,1159650,1159524
3,2409055,2364729
3,395,2320658
3,2334681,2340390
3,2400837,2373922
3,2400441,2366125
3,2417466,2411806
3,498069,2360927
3,2369171,2371682
3,2369171,2392833
3,1051,2390627
3,2390516,2369959
3,1592762,713059
3,2417502,2332851
3,1592751,2376065
3,393,2343930
3,713694,2356281
3,2371993,2348432
3,2364076,2375043
3,2356281,2383872
3,713650,2376668
3,2408800,2364729
3,107962,2409225
3,2408800,2411602
3,2408968,713059
3,2388053,897
3,2384504,2355303
3,2368102,1160208
3,1592401,2320658
3,2392833,2360927
3,150515,2390165
3,2358947,2352159
3,2390165,2339760
3,2378397,713427
3,713432,2350120
3,1592433,2318061
3,2396276,2323842
3,160,285961
3,2408547,2381846
3,2364076,286078
3,1159524,2360892
3,285961,2385092
3,2321657,2409779
3,2407142,2372295
3,2368102,2372295
3,2333800,2366640
3,2326294,1160208
3,2364340,897
3,2388442,2349335
3,2363398,498069
3,2340390,2360927
3,2317249,2330120
3,2362134,2377656
3,350,897
3,395,2330120
3,2364729,1592751
3,2359604,2323842
3,2353541,2404542
3,4333,2373922
3,1592401,2366640
3,-1,0
3,2341705,2364477
3,2405867,2364477
3,2390627,2370845
3,2373922,2326199
3,2409779,2376005
3,2363398,1711
3,2361056,498391
3,1159959,285680
3,2385675,713650
3,2387855,2318061
3,2332851,2370835
3,286058,2392171
3,4333,2400837
3,2366508,2409225
3,350,395
3,2409055,1386
3,2384507,2367507
3,2318308,1051
3,2361407,2349737
3,2410580,2360344
3,2338995,2335471
3,2369959,2375204
3,2405274,2366125
3,2360892,2373922
3,2360803,286078
3,2396524,1160208
3,2315718,2341434
3,2341434,2360803
3,2362334,2332851
3,2340390,2318042
3,2415709,2407142
3,1592433,2412150
3,2407406,2341268
3,2373390,713533
3,2360344,2344410
3,2832,713059
3,2400441,2378397
3,395,2347458
3,1386,2409225
3,2396077,2389473
3,2371993,2360927
3,2387855,2409779
3,393,498233
3,2385092,2355303
3,2376005,2361407
3,2364076,2375043
3,2341259,2326310
3,160,2362334
3,2319115,2369171
3,395,2346742
3,2390165,2364340
3,350,1379
3,2369171,2363587
3,2326294,2390165
3,2326294,150493
3,2360803,2370835
3,2367829,2316138
3,1592751,4445
3,2371230,286078
3,2385675,2325092
3,2315726,2360344
3,2787,2383872
3,2355303,2417465
3,2411785,2341434
3,2384598,2411806
3,2373390,2417466
4,1159524,1159650
4,2323842,2325092
4,2350120,2352159
4,2367507,2367829
4,2384490,2384495
4,2407406,2408547
4,393,395
4,2341434,2390627
4,2415709,713371
4,2453,2384495
4,2360892,2378397
4,2366993,2385675
4,2315726,2366508
4,2371682,2326294
4,1593035,2388442
4,2349948,713650
4,285770,713694
4,2374727,2364729
4,2405867,2387855
4,150493,2400837
4,2409423,2366125
4,2348432,285961
4,150515,2375043
4,2353541,2368102
4,1159376,285680
4,2384598,2347458
4,286058,2384490
4,2349948,1160208
4,2353541,2412150
4,2383872,2384507
4,2374842,2408968
4,498002,2381846
4,2407406,2832
4,498233,2396961
4,2362134,2369907
4,2325092,2405274
4,285680,2360803
4,395,2407406
4,2377058,2453
4,2360344,2346577
4,2339760,498233
4,2339760,2326199
4,1379,2415709
4,2396961,2370835
4,2366125,713427
4,4333,2352159
4,2367507,2318672
4,2363587,2334681
4,1379,2349335
4,2409779,2350120
4,713059,2364076
4,2363587,1592433
4,2359604,2366550
4,2368102,2390627
4,2360892,2320658
4,2375204,2376668
4,2359604,2832
4,2366993,2411806
4,2358947,2356281
4,2376668,2366125
4,2378397,2336116
4,2349948,2368102
4,2359604,498233
4,2408800,2367829
4,713694,2378397
4,2377058,1051
4,2347458,2341434
4,2367507,2368102
4,2392833,2369013
4,1159811,1592433
4,2381846,2361407
4,2318061,2360803
4,2408800,2340751
4,2355303,350
4,2366993,2409001
4,160,2370845
4,2384490,2323842
4,286078,2390165
4,2319115,2326310
4,2373390,2384504
4,2318061,2353541
4,2335471,2409423
4,-1,0
4,2366993,2384490
4,285770,2321657
4,2358947,2409055
4,1159959,107962
4,2375204,2339760
4,713533,2336116
4,2361056,2360892
4,2375820,2389473
4,2338995,2341259
4,2318308,2410580
4,1159811,2412150
4,2412150,393
4,2400441,2326199
4,2415709,2326294
4,2364477,2326310
4,2453,2367507
4,2375043,2358947
4,2405274,286078
4,2364477,2376668
4,713371,1160066
4,150515,2409423
4,2376005,2371682
4,498002,2415709
4,2453,713371
4,713650,1160066
4,2376065,498002
4,2376065,2323842
4,2404652,2326294
4,2355303,2318672
4,2317249,897
4,2397064,2364729
4,2335471,2417502
4,2370845,2360344
4,2385675,2368102
4,2354333,2373922
4,2385092,2417502
4,4333,713059
4,2338995,1592401
4,2375043,2316138
4,2353541,2408800
4,1160208,897
4,2375820,1592751
4,-1,0
4,2405274,2388053
4,2787,2368102
4,498002,2415709
4,2375043,2346577
4,1386,2408968
4,2355303,1592762
4,2410580,498006
4,2417502,2409055
4,2369959,393
4,2370835,713371
4,2355303,1051
4,2373922,1592762
4,350,2364729
4,2409001,2349335
4,2340390,2353541
4,1386,2409001
4,2320658,2338995
4,2318672,2319899
4,2335471,2407142
4,1379,1592762
4,2387855,4445
4,498391,2370845
4,1051,2317249
4,2412039,2360344
4,2453,1159735
4,2335471,2374842
4,2389473,2405867
4,2384504,2326199
4,2415709,2375820
4,2325612,2349948
4,1592433,2376005
4,1159524,1159650
4,2366640,1379
4,2364076,2357275
4,2315718,2370835
4,2367507,160
4,2346742,2366508
4,1159524,2405274
4,395,2412039
4,2366605,1159376
4,2383872,2374727
4,1592401,2357275
4,2412795,2315718
4,2402616,2367829
4,2349737,2377058
4,2407142,1051
4,2343930,2363587
4,2367829,2390627
4,2325612,2366605
4,2318308,2388442
4,2369171,2405274
4,2326199,2413085
4,1592751,2361056
4,2340390,286058
4,713059,2364076
4,2341434,1159376
4,2362134,2348432
4,150493,2377656
4,498069,393
4,2319899,2326199
4,2371230,2315718
4,2319115,2366605
4,2413085,2453
4,713427,1159959
4,2417502,2377058
4,1159650,2371230
4,2360927,498391
4,2323842,2356281
4,2417465,498006
4,285961,2412150
4,2315726,713694
4,2417466,2360344
4,160,2316138
4,2787,2409779
4,1051,2326294
4,2346577,2378397
4,2366508,2367851
5,1159650,1159735
5,2325092,2325612
5,2352159,2352250
5,2367829,2367851
5,2384495,2384504
5,2408547,2408800
5,395,4333
5,2374727,2370835
5,2370845,2405274
5,4333,2408800
5,2374047,2384495
5,2397064,498391
5,2350120,2408800
5,2384495,150515
5,2369907,2320658
5,2413085,2335471
5,2340751,2336116
5,2374727,2787
5,713371,2334681
5,2369013,1592401
5,2392171,1051
5,2453,2392171
5,2384507,498002
5,350,286058
5,2333800,2453
5,1592751,2369907
5,1592762,2407103
5,498233,2366605
5,2346577,2409001
5,2332851,2408547
5,2384504,2333648
5,2373922,2412795
5,2348432,2412039
5,1592433,2320658
5,2371682,2417502
5,2354333,2407406
5,2374047,1159735
5,713694,2376065
5,2378397,2357275
5,2336116,2410580
5,2325092,2340751
5,2318042,2350120
5,2366550,2385092
5,2347458,2407103
5,713533,1386
5,2374727,1160066
5,897,150493
5,160,2384490
5,2409779,4333
5,2325092,2390516
5,286058,2330120
5,713650,2367829
5,1593035,1159524
5,107962,2357275
5,2388442,4445
5,2371993,2377058
5,2390516,2384490
5,2385675,2374047
5,2326199,2390516
5,2357275,1386
5,2330120,2371230
5,2832,2385675
5,2453,2340751
5,4445,1159811
5,2376065,2371230
5,393,1159735
5,0,-1
5,2404542,2396077
5,1386,2354333
5,2384504,2381846
5,2371682,2408547
5,2411602,713059
5,2410580,2392171
5,2321657,2315718
5,2339760,2333800
5,2346577,285961
5,2315726,1160066
5,2344410,2384507
5,2385675,4333
5,2355303,2397064
5,2343930,4333
5,2341434,1159735
5,2361407,2404542
5,2405867,2408800
5,2350120,2400441
5,2374047,2370845
5,713427,1160066
5,498069,2377656
5,2338995,107962
5,2336116,1159735
5,2318061,2360803
5,2349948,2315718
5,2358947,395
5,150515,2381846
5,2366640,2318042
5,2318042,2315718
5,2363587,2412795
5,2355303,2397064
5,2412150,2362134
5,2389473,1051
5,2392833,2318308
5,1386,713533
5,2411602,285680
5,2349737,2376065
5,713059,1160208
5,160,2385092
5,2315726,2371682
5,2396077,2396961
5,2407103,1379
5,2367851,2346577
5,2371682,2317249
5,2333800,498233
5,2320658,2374727
5,713432,2333648
5,2408547,2376005
5,160,2408547
5,498233,1593035
5,2352250,1159376
5,2377656,2408547
5,2384598,2326199
5,286058,2392833
5,2362134,2409055
5,2409225,2407103
5,2366550,2376005
5,2397064,285770
5,2318061,1159735
5,2410580,2325092
5,2369171,393
5,2384598,2412795
5,498069,2362334
5,285680,1711
5,2400441,1159735
5,2362134,2408547
5,2373390,2409055
5,2407103,2369959
5,713533,4445
5,1159811,160
5,2375204,2390627
5,2349335,2352159
5,1160208,2362334
5,2405274,2359604
5,2371682,2409779
5,2350120,2385675
5,2373390,2361407
5,395,2409779
5,2360803,2364477
5,2341259,2319899
5,2377058,1159811
5,2361056,2349737
5,2362334,2384490
5,2341705,2352250
5,2341259,393
5,2417502,2381846
5,1159376,2360927
5,2832,2366550
5,0,-1
5,1592751,2408547
5,2333800,2404542
5,2417465,2332851
5,2321657,2350120
5,2371993,2355303
5,2385675,2384504
5,285770,2364076
5,285680,2341434
5,2396077,2364076
5,2363398,2411806
5,2318042,2400441
5,2411785,2404542
5,2318061,2333800
5,2318308,2374842
5,2373922,2417465
5,2371230,2341268
5,2390516,2387855
5,395,2360344
5,2369013,2409225
5,2417466,2357275
5,2318042,285770
5,2318672,2366605
5,1592401,2318672
5,2326310,2392171
5,2315726,2318061
5,2369959,2364076
5,1160208,2320658
5,2390165,713533
5,2396077,2396961
5,2356281,2390627
5,2374842,897
5,286078,2384504
5,2787,2360344
5,2318672,2367829
5,393,2359604
5,2348432,2412039
5,2357275,2353541
5,2392171,107962
5,2412795,2346742
5,2340390,498006
5,2404652,2325612
5,2409055,1379
5,2409779,4333
5,713427,2390165
5,2396276,2375204
5,2366125,2353541
5,1593035,2366125
6,1159735,1159811
6,2325612,2326199
6,2352250,2353541
6,2367851,2368102
6,2384504,2384507
6,2408800,2408968
6,4333,4445
6,2319899,2396961
6,1160208,2411785
6,1379,2363587
6,2417465,2350120
6,2374727,2371993
6,2409055,713533
6,2363398,1592762
6,2360927,2341259
6,2336116,2407142
6,2341259,2319115
6,2349737,2387855
6,393,2409225
6,2388053,2320658
6,2341434,2361056
6,2369171,2400837
6,2373390,2318061
6,897,2341434
6,2453,2349737
6,713059,2334681
6,2349948,713694
6,350,395
6,713059,2371682
6,2384495,4445
6,2319115,2360892
6,1711,2364340
6,2364477,2372295
6,2396077,2410580
6,2417466,2332851
6,2369907,2367829
6,498002,2340751
6,286078,1711
6,2375043,2316138
6,2315726,2349948
6,2363398,2411806
6,2402616,2340390
6,897,2371682
6,1386,2396276
6,2338995,2392171
6,2353541,2348432
6,2326294,107962
6,2323842,2375043
6,1159959,498006
6,2374727,2411785
6,160,285961
6,0,-1
6,2381846,2390627
6,2332851,4445
6,2354333,2366550
6,2385675,2354333
6,2392171,2372295
6,2361056,1159959
6,2390627,1159735
6,2388053,2387855
6,285680,2405274
6,2413085,2392171
6,2347458,2358947
6,2397064,498006
6,1159524,1051
6,2367507,2349948
6,2366125,2370835
6,2366640,2319899
6,2384507,2317249
6,2409225,2364729
6,2396524,2319115
6,2453,2369907
6,-1,0
6,2409225,2349948
6,2362334,2319899
6,1593035,2366125
6,2407142,498069
6,2366125,498233
6,2375820,2381846
6,2404542,2364477
6,1159735,2388053
6,2388442,285961
6,2417466,2319115
6,2354333,2373390
6,713427,2387855
6,2409779,2339760
6,2316138,2325612
6,2346577,2357275
6,713533,2832
6,2352250,2376005
6,2341705,2332851
6,2385092,2361056
6,1592433,2367507
6,2318672,2402616
6,2407406,2832
6,2366640,2409423
6,1592751,2326294
6,2364340,713371
6,2408800,2397064
6,1379,2343930
6,2374727,1160208
6,2375820,2318042
6,2415709,2360892
6,713533,2352250
6,2408547,2352159
6,2404652,713650
6,2375820,2381846
6,2368102,2375043
6,2397064,2362134
6,2385675,2404542
6,2357275,4445
6,2396524,1160208
6,2360803,1379
6,4333,2371993
6,2417466,2412039
6,2367507,2417502
6,350,2321657
6,2411785,2409779
6,2384598,2385675
6,2340751,1159811
6,2453,2323842
6,2404542,2340390
6,2363587,4333
6,2407406,713533
6,2333648,2349335
6,2408547,2348432
6,2369013,2333648
6,2323842,2402616
6,2366605,285680
6,2371230,2356281
6,2319115,2405867
6,713650,2402616
6,2371993,150493
6,2357275,2318308
6,1592751,1051
6,2389473,2412150
6,2377656,2374727
6,2341268,2350120
6,2363587,2370835
6,2376668,285961
6,2409423,2364477
6,107962,713533
6,2318672,2369907
6,2352159,2390627
6,2341259,2364076
6,2378397,2340390
6,2389473,2411785
6,2376065,2408800
6,150493,2330120
6,2362334,498006
6,2409001,2344410
6,4333,2360344
6,2364729,1159959
6,2360344,285770
6,1592433,2325092
6,2376065,2349737
6,4445,1159811
6,2338995,350
6,2385092,2361056
6,2341268,2370835
6,1386,1159735
6,498391,2409779
6,2407103,2354333
6,395,2366605
6,2316138,2318672
6,2360344,2390516
6,2453,2364340
6,2413085,2375820
6,2377656,2367851
6,2316138,498002
6,713650,1159650
6,2356281,2407103
6,2363587,2370835
6,2363398,2364076
6,285961,2332851
6,2325612,1159650
6,2360892,2374727
6,2343930,713371
6,498391,2341705
6,395,4333
6,2410580,150493
6,713650,713533
6,2400441,1592401
6,150493,2341705
6,713650,2413085
6,2360892,285961
6,2366125,2385092
6,2360927,2363398
6,2396961,2408800
6,285961,2340751
6,2388053,395
6,2408547,1159650
6,2404542,2374727
6,2366508,2325612
6,2417465,2333648
6,2408968,1592433
6,2407142,2375820
6,498391,2396961
6,2318308,2364076
6,2384598,713427
6,2361407,2360892
6,285770,2318061
6,2350120,713432
7,1159811,1159959
7,2326199,2326294
7,2353541,2354333
7,2368102,2369013
7,2384507,2384598
7,2408968,2409001
7,4445,498002
7,285680,2409001
7,713694,2340390
7,2374727,2360344
7,285680,2372295
7,2346577,498002
7,2349948,2335471
7,2409779,2315726
7,2349948,2366508
7,2326199,2340390
7,4445,2361407
7,2325092,2412150
7,2384495,2372295
7,2411785,1386
7,2348432,2367851
7,2363587,2346577
7,2364477,2415709
7,2325092,2356281
7,1159959,2340390
7,2340390,2390165
7,2340390,2371682
7,2362134,2374842
7,2319899,2360344
7,2373390,2411602
7,4333,2832
7,2412039,2367851
7,1593035,2405867
7,2339760,2349737
7,2330120,2356281
7,2389473,2407142
7,2366993,2417466
7,2384504,713650
7,2340390,2832
7,713533,2338995
7,285770,2412795
7,713694,2357275
7,1593035,2388442
7,2332851,2384504
7,2361407,2417466
7,498069,2369013
7,2352159,2364076
7,2361056,2367507
7,1592433,2392833
7,2349948,2346742
7,2400837,2348432
7,2366993,2317249
7,2409225,2355303
7,2318042,2371993
7,1159959,2369171
7,2326199,285961
7,2392833,2347458
7,2363587,2335471
7,2368102,2370835
7,2411602,2384598
7,2356281,1159376
7,2409779,2366550
7,2370845,107962
7,2375820,2346742
7,150493,2364477
7,1159524,2367851
7,2330120,2336116
7,2375043,2318308
7,2405867,2375043
7,2384598,2396961
7,2362334,350
7,2417465,2409055
7,2348432,285961
7,2374047,2375043
7,2333648,2364340
7,2346742,713694
7,2353541,2323842
7,2366993,1592401
7,350,2349948
7,4445,498002
7,2333648,2346577
7,2396276,498233
7,2402616,1592762
7,2315726,2407406
7,1159735,2371993
7,2336116,2362334
7,2315726,2384598
7,2397064,2377656
7,2384495,2367851
7,2352159,2367507
7,2407406,2325092
7,2315718,2396077
7,1711,2410580
7,2346577,2372295
7,2417502,285770
7,2405274,2369907
7,1051,2362134
7,1386,2410580
7,713427,2407142
7,2409001,2374842
7,2362134,1592762
7,2360803,2376668
7,2400441,2318308
7,1160066,2374727
7,2367829,285680
7,2332851,2375204
7,2384490,2352250
7,2413085,2417502
7,2326294,2347458
7,2409001,2376065
7,2374842,713432
7,2384507,2378397
7,2366605,2396077
7,1051,2341705
7,713427,2318042
7,2396077,2376668
7,2411785,2371230
7,2396524,1051
7,2376005,2407103
7,2407406,2360892
7,2371682,2383872
7,2372295,2371682
7,2349948,2371682
7,2396077,2363398
7,-1,0
7,2355303,2344410
7,2369907,2338995
7,2407406,1386
7,2410580,2407406
7,2315718,2373390
7,2396961,2326310
7,2407103,2364729
7,2396961,2367851
7,2404542,2408968
7,2384598,2318308
7,2408968,2361056
7,2367851,1160208
7,713694,2370835
7,2315726,2341268
7,498391,2346742
7,2330120,2453
7,1379,2407142
7,0,-1
7,2370835,2412039
7,2370845,107962
7,2411806,2366550
7,2347458,2373922
7,2354333,2318061
7,2358947,1592401
7,2389473,2360803
7,2366605,2384507
7,2347458,2384504
7,2376668,2330120
7,2325092,395
7,2316138,2374842
7,2319115,2384495
7,1592762,2384507
7,1379,2340390
7,2349335,2315726
7,2396524,150515
7,2349335,2318308
7,2369013,2318061
7,4333,2319115
7,2374727,713650
7,2400837,2409779
7,1592433,2787
7,2832,1160066
7,2369959,2407406
7,2409779,2409423
7,2832,2343930
7,2366605,2315718
7,393,2372295
7,285961,2360892
7,2341705,2396276
7,2320658,2409055
7,2318042,2417502
7,2407142,2347458
7,285770,1711
7,2375204,1711
7,2347458,713533
7,1386,2370845
7,2417465,2413085
7,2326294,2360803
7,285680,2362134
7,2326199,393
7,2360927,2364477
7,713427,107962
7,2344410,2377656
7,2360927,2326199
7,2385675,2410580
7,2315726,2361407
7,2409423,2397064
7,2364340,2349335
7,2346742,286058
7,2389473,2410580
7,1592433,2392833
7,2360927,2364477
7,2366640,2383872
7,150493,2354333
7,2397064,2381846
7,2338995,2409423
7,2367507,2360344
7,160,2370845
8,1159959,1160066
8,2326294,2326310
8,2354333,2355303
8,2369013,2369171
8,2384598,2385092
8,2409001,2409055
8,498002,498006
8,2409055,150515
8,2408547,2369907
8,1386,2341434
8,2352250,2343930
8,2323842,286078
8,2355303,4333
8,2323842,1159811
8,2396524,2388442
8,2341259,2369013
8,2384598,2364076
8,2404652,2407103
8,2387855,2417466
8,350,2374047
8,2388053,713694
8,285680,2363398
8,2319899,2326199
8,498233,2374727
8,2384598,2405274
8,2350120,2368102
8,498069,2366993
8,2409423,2392171
8,2376065,285770
8,2383872,2356281
8,150515,2417466
8,2336116,2396961
8,395,2340751
8,2315718,498233
8,1159650,2384507
8,2323842,2341705
8,2366640,1051
8,2378397,2336116
8,2411806,2384507
8,2408968,1592401
8,2375043,2375820
8,2341259,2376065
8,2326310,2396077
